Identifier,Insecurity,Start_date,End_date,Number _of_deaths,State
IBD030117,"Farmers vs Herders, Jigawa",29/06/2024,29/06/2024,8,Jigawa
IBD030122,"NAF vs Terrorists, Niger",29/06/2024,29/06/2024,10,Niger
IBD030108,"Boko Haram Suicide Attacks, Borno",29/06/2024,29/06/2024,32,Borno
IBD030109,"Auto Crash, Lagos",29/06/2024,29/06/2024,1,Lagos
IBD030120,"NAF vs Terrorists, Niger",29/06/2024,29/06/2024,40,Niger
IBD030112,"Corpse Found, Lagos",29/06/2024,29/06/2024,1,Lagos
IBD030110,"Hoodlums Attack, Kano",29/06/2024,29/06/2024,2,Kano
IBD030172,"Woman Murdered, Ogun",29/06/2024,29/06/2024,1,Ogun
IBD030105,"Electrocution, Enugu",28/06/2024,28/06/2024,1,Enugu
IBD030283,"DSS vs Kidnapper, Kaduna",28/06/2024,28/06/2024,1,Kaduna
IBD030126,"Security Operatives Kill Herder, Plateau",28/06/2024,28/06/2024,1,Plateau
IBD029930,"Gunmen vs Policemen, Abia",28/06/2024,28/06/2024,2,Abia
IBD030131,"Banditry, Katsina",28/06/2024,28/06/2024,11,Katsina
IBD030102,"Auto Crash, Kano",28/06/2024,28/06/2024,14,Kano
IBD030107,"Building Collapse, Kano",27/06/2024,27/06/2024,7,Kano
IBD030101,"Troops Kill Terrorists, Sokoto",27/06/2024,27/06/2024,5,Sokoto
IBD030106,"Gunmen Attack, Taraba",27/06/2024,27/06/2024,3,Taraba
IBD030104,"Gunmen vs Traders, Imo",27/06/2024,27/06/2024,6,Imo
IBD030287,"Mob kill Mentally Challenged Man, Oyo",27/06/2024,27/06/2024,1,Oyo
IBD030128,"Electrocution, Ogun",27/06/2024,27/06/2024,1,Ogun
IBD030125,"Farmers vs Herders, Ogun",27/06/2024,27/06/2024,1,Ogun
IBD030098,"Police vs Gunmen, Ebonyi",26/06/2024,26/06/2024,5,Ebonyi
IBD030099,"Ritual Killing, Ogun",26/06/2024,26/06/2024,1,Ogun
IBD030211,"Ex-boyfriend vs Lady, Kano",26/06/2024,26/06/2024,1,Kano
IBD030089,"Explosion, Rivers",25/06/2024,25/06/2024,1,Rivers
IBD030091,"Students Drown, Kaduna",25/06/2024,25/06/2024,7,Kaduna
IBD030094,"Bandits vs Vigilantes, Kaduna",25/06/2024,25/06/2024,3,Kaduna
IBD030103,"Assailants Kill 2, Bauchi",25/06/2024,25/06/2024,2,Bauchi
IBD030096,"Wife vs Husband, Yobe",25/06/2024,25/06/2024,1,Yobe
IBD030085,"Rape Victim, Ebonyi",25/06/2024,25/06/2024,1,Ebonyi
IBD030084,"Communal Clash, Nasarawa",25/06/2024,25/06/2024,6,Nasarawa
IBD030076,"Bandits Kill Lecture, Zamfara",24/06/2024,24/06/2024,1,Zamfara
IBD030077,"Flood Incident, Ogun",24/06/2024,24/06/2024,1,Ogun
IBD029957,"Auto Crash, Abia",24/06/2024,24/06/2024,1,Abia
IBD030092,"Mining Pit Collapse, Bauchi",24/06/2024,24/06/2024,1,Bauchi
IBD030093,"Auto Crash, Ogun",24/06/2024,24/06/2024,7,Ogun
IBD030083,"Auto Crash, Abia",24/06/2024,24/06/2024,7,Abia
IBD030376,"Kidnap Victim, Edo",24/06/2024,24/06/2024,1,Edo
IBD030095,"Auto Crash, Ogun",24/06/2024,24/06/2024,2,Ogun
IBD030140,"Siblings Kill Man, Oyo",23/06/2024,23/06/2024,1,Oyo
IBD030073,"Naval School Student, Kaduna",23/06/2024,23/06/2024,1,Kaduna
IBD030097,"Police vs Fun-seeker, Enugu",23/06/2024,23/06/2024,1,Enugu
IBD030078,"Electrocution, Lagos",23/06/2024,23/06/2024,1,Lagos
IBD030100,"Communal Clash, Osun",23/06/2024,23/06/2024,1,Osun
IBD030081,"Banditary, Kaduna",23/06/2024,23/06/2024,5,Kaduna
IBD030080,"Gunmen Kill 6, Benue",23/06/2024,23/06/2024,3,Benue
IBD030067,"Armed Robbery, FCT (Abuja)",22/06/2024,22/06/2024,1,FCT
IBD030071,"Banditry, Katsina",22/06/2024,22/06/2024,8,Katsina
IBD030063,"Naval Officer vs Police Inspector, Lagos",22/06/2024,22/06/2024,1,Lagos
IBD030068,"Electrocution, Benue",22/06/2024,22/06/2024,1,Benue
IBD030075,"Police vs Kidnapper, Akwa Ibom",22/06/2024,22/06/2024,1,Akwa Ibom
IBD030160,"Extra-Judicial Killing, FCT (Abuja)",21/06/2024,21/06/2024,1,FCT
IBD030060,"Army vs Bandit, Kaduna",21/06/2024,21/06/2024,30,Kaduna
IBD030072,"Assailants vs Man, Lagos",21/06/2024,21/06/2024,1,Lagos
IBD030528,"Police vs Man, Lagos",21/06/2024,21/06/2024,1,Lagos
IBD030069,"Cult Killing, Edo",20/06/2024,20/06/2024,1,Edo
IBD030070,"Boat Mishap, Niger",20/06/2024,20/06/2024,2,Niger
IBD030049,"Gunmen Kill Man, Ekiti",20/06/2024,20/06/2024,1,Ekiti
IBD030055,"Auto Crash, FCT (Abuja)",20/06/2024,20/06/2024,3,FCT
IBD030056,"Police vs Kidnapper, Delta",20/06/2024,20/06/2024,1,Delta
IBD030074,"Boat Mishap, Niger",20/06/2024,20/06/2024,2,Niger
IBD030054,"Soldier vs Man, FCT (Abuja)",20/06/2024,20/06/2024,1,FCT
IBD030050,"Gunmen Kill Hawker, Ekiti",20/06/2024,20/06/2024,1,Ekiti
IBD030058,"Boko Haram, Borno",20/06/2024,20/06/2024,1,Borno
IBD030079,"Banditry, Kaduna",20/06/2024,20/06/2024,1,Kaduna
IBD030057,"Assailant vs Mechanic, FCT (Abuja)",20/06/2024,20/06/2024,1,FCT
IBD030061,"Soldiers Kill Kidnapper, Kogi",20/06/2024,20/06/2024,1,Kogi
IBD030062,"Gunmen Kill 1, Ekiti",19/06/2024,19/06/2024,2,Ekiti
IBD030059,"Flood Disaster, Kaduna",19/06/2024,19/06/2024,1,Kaduna
IBD030052,"Medical Negligence, Ogun",19/06/2024,19/06/2024,1,Ogun
IBD030047,"Mob vs Man, Bauchi",19/06/2024,19/06/2024,1,Bauchi
IBD030053,"Hoodlums vs Vigilantes, Niger",19/06/2024,19/06/2024,1,Niger
IBD030041,"Gunmen Attack, Benue",18/06/2024,18/06/2024,6,Benue
IBD030032,"Political Violence, Rivers",18/06/2024,18/06/2024,2,Rivers
IBD030033,"Auto Crash, FCT (Abuja)",18/06/2024,18/06/2024,3,FCT
IBD030044,"Vigilante Leader, Kano",18/06/2024,18/06/2024,1,Kano
IBD030090,"Auto Crash, Ogun",18/06/2024,18/06/2024,2,Ogun
IBD030029,"Task Force vs Trader, Plateau",18/06/2024,18/06/2024,1,Plateau
IBD030040,"Auto Crash, Ogun",18/06/2024,18/06/2024,2,Ogun
IBD030086,"Medical Quackery, Ogun",18/06/2024,18/06/2024,1,Ogun
IBD030043,"Electrocution, Kwara",18/06/2024,18/06/2024,1,Kwara
IBD030028,"Banditry, Kaduna",18/06/2024,18/06/2024,6,Kaduna
IBD030034,"Cult Killing/Political Violence, Rivers",18/06/2024,18/06/2024,1,Rivers
IBD030030,"Gunmen Kill Ticketer, Ekiti",18/06/2024,18/06/2024,1,Ekiti
IBD030151,"Assailant vs Woman, Edo",17/06/2024,17/06/2024,1,Edo
IBD030036,"Mob vs Man, Taraba",17/06/2024,17/06/2024,2,Taraba
IBD029980,"Army vs Boko Haram, Borno",17/06/2024,17/06/2024,1,Borno
IBD030027,"Gunmen Attack, Anambra",17/06/2024,17/06/2024,3,Anambra
IBD030005,"Gunmen vs Fishermen, Anambra",17/06/2024,17/06/2024,4,Anambra
IBD030024,"Gunmen Attack, Anambra",17/06/2024,17/06/2024,2,Anambra
IBD030088,"Auto Crash, Ogun",17/06/2024,17/06/2024,7,Ogun
IBD030039,"Security Operatives vs Man, Delta",16/06/2024,16/06/2024,1,Delta
IBD030014,"Auto Crash, Ogun",16/06/2024,16/06/2024,2,Ogun
IBD030011,"Gunmen Attack, Sokoto",16/06/2024,16/06/2024,6,Sokoto
IBD030022,"Man vs Wife, Ogun",16/06/2024,16/06/2024,1,Ogun
IBD030026,"Gunmen vs Businesswoman, Oyo",16/06/2024,16/06/2024,1,Oyo
IBD030025,"Herders Attack, Taraba",16/06/2024,16/06/2024,14,Taraba
IBD030023,"Men vs Lady, FCT (Abuja)",16/06/2024,16/06/2024,1,FCT
IBD030017,"Auto Crash, Osun",16/06/2024,16/06/2024,3,Osun
IBD030730,"Flooding, Kano",16/06/2024,22/06/2024,23,Kano
IBD030021,"NAF vs Bandits, Katsina",15/06/2024,15/06/2024,87,Katsina
IBD030015,"Robbers vs DJ, FCT (Abuja)",15/06/2024,15/06/2024,1,FCT
IBD030019,"Police vs Kidnapper, Edo",15/06/2024,15/06/2024,1,Edo
IBD030020,"Soldiers vs Bandit, Kaduna",15/06/2024,15/06/2024,3,Kaduna
IBD030142,"Inferno, Kano",15/06/2024,15/06/2024,5,Kano
IBD030016,"Man vs Daughter, Delta",15/06/2024,15/06/2024,1,Delta
IBD030051,"Banditry, Kaduna",15/06/2024,15/06/2024,4,Kaduna
IBD030045,"Bandits Kills Man, Kaduna",15/06/2024,15/06/2024,1,Kaduna
IBD030048,"Assailants vs Journalist, FCT (Abuja)",14/06/2024,14/06/2024,1,FCT
IBD030010,"Herders vs Guards, Benue",14/06/2024,14/06/2024,2,Benue
IBD030007,"Man vs Mother, Ondo",14/06/2024,14/06/2024,1,Ondo
IBD030064,"Gunmen vs Man, Ekiti",14/06/2024,14/06/2024,1,Ekiti
IBD030046,"Kidnap Victim, Benue",13/06/2024,13/06/2024,1,Benue
IBD029995,"Banditry, Kaduna",13/06/2024,13/06/2024,36,Kaduna
IBD030035,"Assailant vs Graduate, Edo",13/06/2024,13/06/2024,1,Edo
IBD030013,"Found Dead, Ondo",13/06/2024,13/06/2024,2,Ondo
IBD030031,"Security Guard, Lagos",13/06/2024,13/06/2024,1,Lagos
IBD030037,"Assailants vs Security Guard, Lagos",13/06/2024,13/06/2024,1,Lagos
IBD030012,"Assailants vs Man, Oyo",13/06/2024,13/06/2024,1,Oyo
IBD030002,"Bank Robbers, FCT (Abuja)",13/06/2024,13/06/2024,3,FCT
IBD030004,"Auto Crash, Kwara",13/06/2024,13/06/2024,19,Kwara
IBD030000,"Police Inspector vs Man, Kebbi",13/06/2024,13/06/2024,1,Kebbi
IBD029999,"Landslide, Niger",13/06/2024,13/06/2024,3,Niger
IBD030008,"Police vs Bandits, FCT (Abuja)",13/06/2024,13/06/2024,1,FCT
IBD030003,"Army vs Bandits, Kaduna",13/06/2024,13/06/2024,6,Kaduna
IBD030082,"Motorcyclist vs Guard, Lagos",13/06/2024,13/06/2024,1,Lagos
IBD030006,"Man Drowns, Ogun",12/6/2024,12/6/2024,1,Ogun
IBD029990,"Boko Haram Attack, Niger",12/6/2024,12/6/2024,3,Niger
IBD029922,"Car Snatcher, Lagos",12/6/2024,12/6/2024,2,Lagos
IBD029989,"Police vs IPOB/ESN, Enugu",12/6/2024,12/6/2024,2,Enugu
IBD029996,"Farmers vs Herders, Niger",12/6/2024,12/6/2024,3,Niger
IBD029992,"Building Collapse, Anambra",12/6/2024,12/6/2024,2,Anambra
IBD029962,"Suspected Kidnapper, Benue",11/6/2024,11/6/2024,1,Benue
IBD029988,"NAF Airstrikes, Katsina",11/6/2024,11/6/2024,29,Katsina
IBD029974,"Windstorm, Kebbi",11/6/2024,11/6/2024,1,Kebbi
IBD029997,"Armed Robbers vs Rider Manager, Bayelsa",11/6/2024,11/6/2024,1,Bayelsa
IBD029972,"Windstorm, Kebbi",11/6/2024,11/6/2024,4,Kebbi
IBD029983,"Banditry, Kaduna",11/6/2024,11/6/2024,1,Kaduna
IBD029982,"Security Guard vs Man, Ogun",11/6/2024,11/6/2024,1,Ogun
IBD029975,"Gunmen Attack, Imo",11/6/2024,11/6/2024,3,Imo
IBD029985,"Auto Crash, Enugu",11/6/2024,11/6/2024,4,Enugu
IBD029960,"Banditry, Kaduna",10/6/2024,10/6/2024,2,Kaduna
IBD029987,"Banditry, Zamfara",10/6/2024,10/6/2024,1,Zamfara
IBD029970,"Mob vs Tricycle Thief, Akwa Ibom",10/6/2024,10/6/2024,1,Akwa Ibom
IBD029964,"Banditry, Katsina",10/6/2024,10/6/2024,28,Katsina
IBD029998,"Gunmen Attack, Delta",10/6/2024,10/6/2024,1,Delta
IBD029971,"Auto Crash, Bayelsa",10/6/2024,10/6/2024,4,Bayelsa
IBD029966,"Soldiers vs Bandit, Niger",10/6/2024,10/6/2024,1,Niger
IBD029984,"Gunmen Attack, Katsina",10/6/2024,10/6/2024,50,Katsina
IBD029986,"Army vs Terrorist, Zamfara",10/6/2024,10/6/2024,2,Zamfara
IBD030281,"Graduate, Anambra",9/6/2024,9/6/2024,1,Anambra
IBD029977,"Corpse Found, Niger",9/6/2024,9/6/2024,2,Niger
IBD030018,"Assailant vs Bussinessman, Lagos",9/6/2024,9/6/2024,1,Lagos
IBD029965,"Soldiers vs Drivers, Kwara",9/6/2024,9/6/2024,1,Kwara
IBD030210,"Brother vs Dad, Adamawa",9/6/2024,9/6/2024,1,Adamawa
IBD029991,"Vigilante vs Kidnapper, Edo",9/6/2024,9/6/2024,1,Edo
IBD029967,"Terrorists Attack, Katsina",9/6/2024,10/6/2024,65,Katsina
IBD029953,"Troops vs Banditry, Kaduna",9/6/2024,9/6/2024,5,Kaduna
IBD029952,"Army vs IPOB, Abia",8/6/2024,8/6/2024,6,Abia
IBD029976,"Banditry, Zamfara",8/6/2024,8/6/2024,2,Zamfara
IBD029954,"Flooding, Niger",8/6/2024,8/6/2024,2,Niger
IBD029955,"Banditry, Kaduna",8/6/2024,8/6/2024,2,Kaduna
IBD029958,"Building Collapse, Abia",8/6/2024,8/6/2024,5,Abia
IBD030009,"Police vs Kidnapper, Kogi",8/6/2024,8/6/2024,1,Kogi
IBD029956,"Security Operatives vs Kidnapper, Edo",8/6/2024,8/6/2024,1,Edo
IBD029973,"Auto Crash, Lagos",7/6/2024,7/6/2024,4,Lagos
IBD029950,"Police vs Bandits, Katsina",7/6/2024,7/6/2024,3,Katsina
IBD029959,"Undergraduate Student, Akwa Ibom",7/6/2024,7/6/2024,1,Akwa Ibom
IBD029949,"Boundary Clash, Abia",7/6/2024,7/6/2024,1,Abia
IBD029947,"Gunmen vs Politician, Enugu",7/6/2024,7/6/2024,1,Enugu
IBD029951,"Banditry, Katsina",6/6/2024,6/6/2024,5,Katsina
IBD029939,"Banditry, Zamfara",6/6/2024,6/6/2024,12,Zamfara
IBD030038,"Ritual Killings, Ondo",6/6/2024,19/06/2024,10,Ondo
IBD029946,"Electrocution, Rivers",6/6/2024,6/6/2024,1,Rivers
IBD030042,"Assailants vs Security Guard, Lagos",6/6/2024,6/6/2024,1,Lagos
IBD029937,"Construction Workers Drown, Osun",6/6/2024,6/6/2024,2,Osun
IBD030553,"Assailants vs Man, Lagos",6/6/2024,6/6/2024,1,Lagos
IBD029938,"Woman Dies, FCT (Abuja)",6/6/2024,6/6/2024,1,FCT
IBD030148,"Man Kill Farmer, Ondo",6/6/2024,6/6/2024,1,Ondo
IBD029944,"Boko Haram Attack, Niger",6/6/2024,6/6/2024,12,Niger
IBD029948,"Hunters vs Teenager, Adamawa",5/6/2024,5/6/2024,1,Adamawa
IBD030932,"ISWAP Attack, Yobe",5/6/2024,5/6/2024,1,Yobe
IBD029945,"Boko Haram vs Passengers, Borno",5/6/2024,5/6/2024,3,Borno
IBD031334,"Kidnap Victim, Rivers",5/6/2024,5/6/2024,1,Rivers
IBD029929,"Police vs Kidnappers, Plateau",4/6/2024,4/6/2024,2,Plateau
IBD029934,"Auto Crash, Ebonyi",4/6/2024,4/6/2024,1,Ebonyi
IBD029979,"Auto Crash, Anambra",4/6/2024,4/6/2024,2,Anambra
IBD029933,"Building Demolition, Akwa Ibom",4/6/2024,4/6/2024,2,Akwa Ibom
IBD029932,"Mob vs Motorcycle Thief, FCT (Abuja)",4/6/2024,4/6/2024,2,FCT
IBD029918,"Tanker Explosion, Rivers",4/6/2024,4/6/2024,3,Rivers
IBD029940,"Banditry, Katsina",4/6/2024,4/6/2024,20,Katsina
IBD029942,"Banditry, Katsina",4/6/2024,6/6/2024,23,Katsina
IBD029927,"Gunmen Kills Two, Ebonyi",3/6/2024,3/6/2024,2,Ebonyi
IBD029919,"Mining Site Collapses, Niger",3/6/2024,3/6/2024,2,Niger
IBD029920,"Security Operatives vs Smugglers, Lagos",2/6/2024,2/6/2024,1,Lagos
IBD029908,"Gunmen vs Monarch, Taraba",2/6/2024,2/6/2024,1,Taraba
IBD029924,"Army vs Boko Terrorists, Borno",2/6/2024,2/6/2024,6,Borno
IBD029915,"Gunmen Attack, Katsina",2/6/2024,2/6/2024,1,Katsina
IBD029943,"Domestic Violence, Imo",2/6/2024,2/6/2024,1,Imo
IBD029906,"Auto Crash, Anambra",2/6/2024,2/6/2024,5,Anambra
IBD029963,"Domestic Violence, Imo",2/6/2024,2/6/2024,1,Imo
IBD029907,"Auto Crash, Ogun",2/6/2024,2/6/2024,1,Ogun
IBD029931,"Gunmen Kill 5, Plateau",2/6/2024,2/6/2024,5,Plateau
IBD029914,"Army vs Rustlers, Kaduna",2/6/2024,2/6/2024,2,Kaduna
IBD029911,"Assailants vs Housewife, Kano",2/6/2024,2/6/2024,1,Kano
IBD029910,"Auto Crash, Lagos",2/6/2024,2/6/2024,1,Lagos
IBD029913,"Gang Kill Man, Ondo",1/6/2024,1/6/2024,1,Ondo
IBD029917,"Landlord Dies, Ogun",1/6/2024,1/6/2024,1,Ogun
IBD029898,"Auto Crash, Bauchi",1/6/2024,1/6/2024,2,Bauchi
IBD029901,"Rainstorm Kills 4, Bauchi",1/6/2024,1/6/2024,4,Bauchi
IBD029902,"Woman vs Husband, Ondo",1/6/2024,1/6/2024,1,Ondo
IBD030001,"Kidnap Victim, Ebonyi",1/6/2024,1/6/2024,1,Ebonyi
IBD029936,"Assailants Kills One, Delta",1/6/2024,1/6/2024,1,Delta
IBD029900,"Auto Crash, Anambra",31/05/2024,31/05/2024,1,Anambra
IBD029916,"Police vs Armed Robber, Delta",31/05/2024,31/05/2024,1,Delta
IBD029896,"Youth vs Vigilante, Rivers",31/05/2024,31/05/2024,1,Rivers
IBD029887,"Gunmen Attack, Imo",30/05/2024,30/05/2024,2,Imo
IBD029888,"Banditry, Zamfara",30/05/2024,30/05/2024,1,Zamfara
IBD029883,"IPOB vs Army, Abia",30/05/2024,30/05/2024,11,Abia
IBD029903,"Cult Clash, Edo",30/05/2024,30/05/2024,3,Edo
IBD029897,"Electrocution, Benue",30/05/2024,30/05/2024,1,Benue
IBD029899,"Fulani Militants, Benue",30/05/2024,30/05/2024,20,Benue
IBD029885,"Auto Crash, Lagos",30/05/2024,30/05/2024,1,Lagos
IBD029925,"NAF vs Bandits, Kaduna",30/05/2024,31/05/2024,40,Kaduna
IBD029904,"Hoodlums vs Cyclist, FCT (Abuja)",30/05/2024,30/05/2024,1,FCT
IBD029894,"Banditry, Katsina",30/05/2024,30/05/2024,17,Katsina
IBD029891,"Electrocution, Rivers",30/05/2024,30/05/2024,1,Rivers
IBD029892,"Police vs Kidnapper, Sokoto",29/05/2024,29/05/2024,1,Sokoto
IBD029881,"Banditry, Kaduna",29/05/2024,29/05/2024,12,Kaduna
IBD029878,"Police vs Kidnappers, Benue",29/05/2024,29/05/2024,3,Benue
IBD029884,"Troops vs Bandits, Kaduna",29/05/2024,29/05/2024,6,Kaduna
IBD029872,"Police vs Kidnappers, Kogi",28/05/2024,28/05/2024,2,Kogi
IBD029875,"Policeman Kill 2, Ekiti",28/05/2024,28/05/2024,2,Ekiti
IBD029912,"Gunmen Attack, Nasarawa",28/05/2024,28/05/2024,1,Nasarawa
IBD029879,"Boko Haram Attack, Borno",28/05/2024,28/05/2024,33,Borno
IBD029893,"Auto Crash, Lagos",28/05/2024,28/05/2024,1,Lagos
IBD029889,"Policeman vs Driver, Bayelsa",27/05/2024,27/05/2024,1,Bayelsa
IBD029869,"Motorcyclist vs Police, Lagos",27/05/2024,27/05/2024,2,Lagos
IBD029877,"NAF Airstrikes, Katsina",27/05/2024,27/05/2024,30,Katsina
IBD030351,"Man vs Minor, Oyo",27/05/2024,27/05/2024,1,Oyo
IBD029876,"Banditry, Kaduna",26/05/2024,26/05/2024,3,Kaduna
IBD029880,"Woman Dies, Lagos",26/05/2024,26/05/2024,1,Lagos
IBD029855,"Auto Crash, Ogun",26/05/2024,26/05/2024,4,Ogun
IBD030939,"Assailant vs Lady, Ogun",26/05/2024,26/05/2024,1,Ogun
IBD029858,"Mosque Collapse, Lagos",26/05/2024,26/05/2024,4,Lagos
IBD029867,"Auto Crash, Lagos",26/05/2024,26/05/2024,3,Lagos
IBD029864,"Bandits Kill 25, Katsina",25/05/2024,26/05/2024,25,Katsina
IBD029865,"Banditry, Katsina",25/05/2024,25/05/2024,15,Katsina
IBD030237,"Cult Killing, Ogun",25/05/2024,25/05/2024,1,Ogun
IBD029861,"Kidnappers vs Students, Kogi",25/05/2024,25/05/2024,2,Kogi
IBD029868,"Gunmen Attack, Ebonyi",25/05/2024,25/05/2024,3,Ebonyi
IBD029874,"Auto Crash, FCT (Abuja)",25/05/2024,25/05/2024,2,FCT
IBD029853,"Students Kill Colleague, Oyo",25/05/2024,25/05/2024,1,Oyo
IBD029863,"Bandits Kill 16, Katsina",25/05/2024,26/05/2024,16,Katsina
IBD029852,"Lightening Kill 2, Lagos",24/05/2024,24/05/2024,2,Lagos
IBD029856,"Scavengers vs Man, Lagos",24/05/2024,24/05/2024,1,Lagos
IBD029848,"Assailant vs Woman, Sokoto",24/05/2024,24/05/2024,1,Sokoto
IBD029851,"Banditry, Kaduna",24/05/2024,24/05/2024,6,Kaduna
IBD029859,"Cult Killing, Ogun",24/05/2024,25/05/2024,3,Ogun
IBD029862,"Banditry, Niger",24/05/2024,24/05/2024,8,Niger
IBD029847,"Gunmen Attack, Nasarawa",23/05/2024,23/05/2024,7,Nasarawa
IBD028052,"Auto Crash, Abia",23/05/2024,23/05/2023,4,Abia
IBD029845,"Auto Crash, Kogi",23/05/2024,23/05/2024,5,Kogi
IBD029866,"Police vs Kidnappers, Kogi",23/05/2024,23/05/2024,1,Kogi
IBD029850,"Soldiers vs NDLEA Officer, Niger",23/05/2024,23/05/2024,1,Niger
IBD029857,"Extra-Judicial Killing, Rivers",22/05/2024,22/05/2024,1,Rivers
IBD029834,"Chinese Man Kills Lady, Abia",22/05/2024,22/05/2024,1,Abia
IBD029840,"Banditry, Kaduna",22/05/2024,22/05/2024,1,Kaduna
IBD029923,"Domestic Violence, Oyo",22/05/2024,22/05/2024,1,Oyo
IBD029836,"Man Drowns, Lagos",22/05/2024,22/05/2024,1,Lagos
IBD029837,"Gunmen Kill 1, Ogun",22/05/2024,22/05/2024,1,Ogun
IBD029886,"Extra-Judicial Killing, FCT (Abuja)",22/05/2024,22/05/2024,1,FCT
IBD029835,"Policeman Kills Colleague, Plateau",22/05/2024,22/05/2024,1,Plateau
IBD029846,"Guards Kill Driver, Ondo",22/05/2024,22/05/2024,1,Ondo
IBD029849,"Extra-Judicial, FCT (Abuja)",22/05/2024,22/05/2024,1,FCT
IBD029838,"Guest Dies, Lagos",22/05/2024,22/05/2024,1,Lagos
IBD029844,"Banditry, Katsina",22/05/2024,22/05/2024,1,Katsina
IBD029871,"Domestic Violence, Edo",22/05/2024,22/05/2024,2,Edo
IBD029841,"Auto Crash, Ondo",22/05/2024,22/05/2024,2,Ondo
IBD030288,"IPOB/ESN vs Man, Imo",21/05/2024,21/05/2024,1,Imo
IBD029909,"Gunmen Attack, Taraba",21/05/2024,21/05/2024,1,Taraba
IBD029843,"Bandit's Informants, Kaduna",21/05/2024,21/05/2024,2,Kaduna
IBD029873,"Found Dead, Imo",21/05/2024,21/05/2024,1,Imo
IBD030234,"Cult Killing, Ogun",21/05/2024,21/05/2024,1,Ogun
IBD029839,"Assailants vs Man, Ogun",21/05/2024,21/05/2024,1,Ogun
IBD029829,"Security Guard vs Man, Anambra",21/05/2024,21/05/2024,1,Anambra
IBD029842,"Sachet Water Vendor, Niger",21/05/2024,21/05/2024,1,Niger
IBD029828,"Generator Fume Kill 7, Bayelsa",21/05/2024,21/05/2024,7,Bayelsa
IBD030547,"Banditry, Plateau",21/05/2024,21/05/2024,40,Plateau
IBD029833,"Auto Crash, Lagos",21/05/2024,21/05/2024,1,Lagos
IBD031487,"Sex Romp, Bayelsa",21/05/2024,21/05/2024,1,Bayelsa
IBD029817,"Communal Clash, Ebonyi",20/05/2024,20/05/2024,2,Ebonyi
IBD030065,"Cult Clash, Kwara",20/05/2024,20/05/2024,2,Kwara
IBD029830,"Boko Haram/ISWAP vs Police, Borno",20/05/2024,20/05/2024,1,Borno
IBD029854,"Student vs Teacher, Anambra",20/05/2024,20/05/2024,1,Anambra
IBD029905,"Businessman, Lagos",20/05/2024,20/05/2024,1,Lagos
IBD029820,"Gunmen vs Traditional Ruler, Niger",19/05/2024,19/05/2024,1,Niger
IBD029824,"Community Leader, Akwa Ibom",19/05/2024,19/05/2024,1,Akwa Ibom
IBD029821,"Assailants vs Man, Oyo",19/05/2024,19/05/2024,2,Oyo
IBD029815,"Gunmen vs Vigilantes, Kogi",19/05/2024,19/05/2024,2,Kogi
IBD029784,"Police vs Kidnapper, Delta",19/05/2024,19/05/2024,1,Delta
IBD029818,"Gunmen Kill 2, Anambra",19/05/2024,19/05/2024,1,Anambra
IBD031178,"Extra-Judicial Killing, Benue",19/05/2024,19/05/2024,1,Benue
IBD029822,"Electrocution, Lagos",19/05/2024,19/05/2024,2,Lagos
IBD029816,"Gunmen Attack, Kaduna",19/05/2024,19/05/2024,6,Kaduna
IBD029812,"Army vs Boko Haram, Borno",18/05/2024,18/05/2024,7,Borno
IBD029806,"Auto Crash, Taraba",18/05/2024,18/05/2024,6,Taraba
IBD029800,"Auto Crash, Imo",18/05/2024,18/05/2024,6,Imo
IBD029981,"Army vs Boko Haram, Borno",18/05/2024,18/05/2024,2,Borno
IBD029832,"Security Operatives vs Bandits, Plateau",18/05/2024,18/05/2024,16,Plateau
IBD029926,"Bandits vs Sarkin Hausawa's Son, Kaduna",18/05/2024,18/05/2024,1,Kaduna
IBD029809,"Man vs Friend, Lagos",18/05/2024,18/05/2024,1,Lagos
IBD029978,"Army vs Terrorists, Zamfara",18/05/2024,18/05/2024,2,Zamfara
IBD029808,"Land Dispute, Ekiti",18/05/2024,18/05/2024,1,Ekiti
IBD029805,"Auto Crash, Osun",18/05/2024,18/05/2024,4,Osun
IBD029819,"Fire outbreak, Anambra",18/05/2024,18/05/2024,1,Anambra
IBD030236,"Cult Killing, Ogun",18/05/2024,18/05/2024,1,Ogun
IBD029807,"Army Kill 3, Imo",17/05/2024,17/05/2024,3,Imo
IBD029941,"Youth Clash, Niger",17/05/2024,17/05/2024,1,Niger
IBD029804,"Building Collapse, Niger",17/05/2024,17/05/2024,25,Niger
IBD029802,"Communal Clash, Ebonyi",17/05/2024,17/05/2024,2,Ebonyi
IBD029813,"Hoodlums vs Man, Niger",17/05/2024,17/05/2024,1,Niger
IBD030193,"Medical Negligence, Ogun",17/05/2024,17/05/2024,1,Ogun
IBD029801,"Electrocution, Bayelsa",17/05/2024,17/05/2024,1,Bayelsa
IBD030168,"Kidnappers vs Man, Delta",17/05/2024,17/05/2024,1,Delta
IBD029814,"Police vs Bandit, Kaduna",17/05/2024,17/05/2024,2,Kaduna
IBD020679,"Auto Crash, Oyo",17/05/2024,17/05/2024,7,Oyo
IBD029794,"Auto Crash, Oyo",16/05/2024,16/05/2024,7,Oyo
IBD029795,"One Killed, Oyo",16/05/2024,16/05/2024,1,Oyo
IBD029803,"Gunmen Attack, Abia",16/05/2024,16/05/2024,2,Abia
